Email,Phone,Address,Website
,,Limbová  4,
,,SNP 15	 ,
Janotova.A@gmail.com,+421 2 5479 3142,Ďumbierska 32,
,+421 53 441 05 37,Letná 43,
,+421 05 244 12 18,Dolný Smokovec,http://www.srobarovustav.sk
,+421 42 430 43 85,Nemocničná 986,
recepcia@centrumdialog.sk,+421 2 5556 5871,Tehelná 26,http://www.centrumdialog.sk
,+421 56 644 30 90,Štefánikova 76,
,,Gorkého  1,
,,Zimná 55,
ticha.katarina@procare.sk,+421 32 382 11 15,Piešťanská 5,
,+421 2 3305 6645,Obchodná 44-46 ,
ilb@ilb.sk,+421 54 732 22 92,Kukorelliho 337,
,,Starohájska ulica  2,
medstar@chello.sk,+421 2 6225 0944,Strečnianska 13,http://www.bratislavskapohotovost.sk/
jana.hrablayova@gmail.com,+421 47 201 01 12,P. Dobšinského  4380,
,+421 45 520 11 11,Kuzmányho nábrežie 28,
,+421 53 443 10 43,Námestie M. Pajdušáka  272/3,
,+421 38 747 32 67,Nová nemocnica 511,
,,Bitúnkova  13,
remas@maserskaskola.sk,+421 33 773 00 42,Pod Párovcami 3,http://www.maserskaskola.sk
aida@pharmnet.sk,+421 31 784 82 19,Jazerná,
futbal@t-com.sk,+421 37 793 01 70,Fatranská 1627/5A,
utulok@slobodazvierat.sk,+421 2 1618 7,Polianky 1785/8,http://www.slobodazvierat.sk
,,Nemocničná  41/A,
puchov@schneider-lekaren.sk,+421 902 954 967,Okružná 1,http://www.schneider-lekaren.sk
rusnakova@egamed.sk,+421 33 774 49 07,Ratnovce č.4,
,,neurčená,
,,SNP  19,
,,Hurbanova  82,
,+421 2 4437 1080,Poliklinika Tehelná 26,
oculo@oculo.sk,+421 32 651 90 50,Bánovská 1024,http://www.oculo.sk
,,Sv. Floriána  4,
,+421 35 640 24 78,Hlavná  415/18,
,+421 33 647 55 39,Vajanského 1,
trnava@neoprot.sk,+421 33 534 10 34,Starohájska 2,http://www.neoprot.sk
ORLamb.Michalovce@gmail.com,+421 908 419 032,Masarykova 90,
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
,+421 47 489 12 13,Nekyjská  1730,
stera@centrum.sk,+421 33 762 58 12,Teplická 27,
,+421 46 543 14 20,Andreja Sládkoviča  16,
,,Zdravotné stredisko,
slezakova.cherubiel@gmail.com,+421 2 2091 0002,Tupého 38,
,+421 2 6542 5128,Líščie údolie 57	,
pharming@stonline.sk,+421 48 411 33 33,Nám. Š. Moyzesa 4,
,+421 45 520 16 51,Kuzmányho nábrežie 28,https://nemocnicazvolen.agel.sk/pracoviska/ambulancie/gynekologicke/detska-gynekologicka.html
,+421 948 877 551,Ľ. Štúra 5,
,,J. Kollára  4 93401  Levice,
mudr.mesar@gmail.com,+421 48 417 53 49,Rudohorská 27 ,
absint@stonline.sk,+421 56 628 16 30,Kamenecká 2,
,,Sad A. Kmeťa,
,6718234,ul. Maršala Koneva 1,
,+421 41 422 05 44,Belanského 1356	,
,62313902,Šustekova 2,
,+421 58 732 42 57,Špitálska 1,
,+421 960 393 107,Martina Benku 72,
,+421 2 5937 0430,Limbová 14,
,+421 55 460 27 41,"ul. ČSA 35, 045 01 Moldava nad Bodvou",
,+421 52 431 73 31,Obrancov mieru 3,http://www.nspsl.sk
,+421 42 430 43 23,Nemocničná 986	,
vetknowhau@gmail.com,+421 911 957 666,Stredná 1,
,+421 2 3914 3100,Šancová 110,http://www.znap.sk/ba/
poprad@neovizia.sk,+421 52 321 99 44,Dlhé hony 9,https://www.neovizia.sk/neovizia-poprad/
,,Mesačná  30,
,+421 52 431 41 05,Mnoheľova 2,
,+421 38 531 92 26,Hviezdoslavova  416,
,+421 33 558 60 64,Winterova  37,
ambulancia@durinova.sk,+421 2 4924 3211,Račianska 44,http://www.durinova.sk
bizikova@ruzinov.fnspba.sk,+421 2 5937 1276,Krajinská 91,
,,Pribinova 10	 ,
,,Chrenovská  22B,http://www.charitanitra.sk
mail@norbertracz.sk,+421 02 482 34 30,Ružinovská 6,http://www.norbertracz.sk
,+421 961 960 074,Kuzmányho 8,http://www.nspmvsr.sk
,+421 57 442 63 39,Rázusova 116,
info@bhsstudio.sk,+421 907 873 366,Tajovského 3E,http://www.bhsstudio.sk
dusik@dobramasaz.sk,+421 902 826 645,Tehelná 16,http://www.dobramasaz.sk
,+421 56 666 05 44,SNP 1079/76,
info@fokusoptika.sk,+421 2 5557 2836,Vazovova 22,https://fokusoptika.sk/
adoszdravie@gmail.com,+421 905 253 873,Lidická 1616/25,http://www.adoszdravie.sk
drmax-to2@drmax.sk,+421 38 321 44 06,Škultétyho 1,
lekaren.milka@nextra.sk,+421 47 489 32 17,Zdravotnícka 254,
,,Fatranská 10,
medimprax@ba.telecom.sk,+421 2 6542 5489,Líščie údolie 57,http://www.medimprax.sk
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk
chirmed@chirmed.sk,+421 55 729 70 69,Dominikánske námestie 7,http://www.chirmed.sk
,,"Fatranská 12 , PK",
,+421 31 559 83 72,Rohovce ,
d.guba@ulk.sk,+421 903 478 339,Tematínska 3,http://www.ulk.sk
,,Školská  35,
janka.ohlas@gmail.com,+421 55 644 41 35,Krivá 23,
,,Hodská  373/38,
,,ObZS,
,,Pltníky 8/A,
,,Nitrianska  462/17,
bibzova@gmail.com,+421 33 640 83 78,Vajanského 68,http://www.medbi.sk
banasv@mail.pvt.sk,+421 47 562 44 13,Šrobárova,
,,Moyzesova  7,
,,Bardejovská 6,
,+421 948 544 699,K dolnej stanici 18,
,+421 55 682 41 43,Strojárenská 13,
amicuscanis.janovik@gmail.com,+421 948 276 414,Janovík 79,http://www.amicuscanis.sk/
info@blkdental.com,+421 917 305 156,Dunajská 8,https://www.blkdental.com/
,+421 32 658 19 71,K dolnej stanici 18,
,+421 42 464 22 01,Pod Lachovcom 1727/55 ,
,+421 41 437 18 88,Svrčinovec  200,
,+421 2 4446 0757,Tehelná 26	,
rajecova@nutarch.sk,+421 2 4524 3444,Krajinská 91,http://www.unb.sk
recepcia@asante.sk,+421 2 5778 6221,Mýtna 5,http://www.asante.sk
,+421 32 771 24 44,M.R. Štefánika 1,
,+421 2 4437 3144,Vajnorská 41/2,
bajza@post.sk,+421 905 107 416,Hlavná 112,
obchod@jage.sk,+421 907 721 692,Cesta do Rudiny,http://www.zelenalekaren.sk
,,Komenského  36,
stomatodent@slovanet.sk,+421 905 647 744,Bosáková,https://www.stomatodent.sk/
agnesoptik@agnesoptik.sk,+421 55 622 69 91,Rastislavova 43,http://www.agnesoptik.sk
recepcia@3sdent.sk,+421 2 2029 4235,Šancová 110,http://www.3sdent.sk
tothova@doctorable.sk,+421 36 759 23 00,Stampayho  15/9,
mikulas@schneider-lekaren.sk,+421 902 954 964,Kamenné pole 4447/2,http://www.schneider-lekaren.sk
,+421 948 071 633,Komenského   6206/7,
,+421 33 550 30 21,Starohájska  2,
,+421 43 580 13 01,Radlinského 47,
drmax-zh1@drmax.sk,+421 45 672 33 45,Sládkovičova 13,
dentistry.danko@gmail.com,+421 902 806 038,Tamaškovičova  17,http://www.aspaditdental.eu
,+421 02 602 97 92,Pri kríži 26,
marianna.strecanska@hospital-bojnice.sk,+421 46 511 22 07,Nemocničná  2,http://www.nefrologia.eltis.sk/
,,Nejedlého 14,
,,Nitrianska  5,
,+421 55 622 01 01,Krivá 17,
,+421 57 771 26 20,Chemlonská  1551/1,
stanislavjunas@gmail.com,+421 907 754 071,Mokrohajská cesta 3,http://www.fyziodomov.sk
,+421 55 699 21 07,044 55 Veľká Ida 369,
,+421 940 655 677,Poštová 14,http://www.periodental.sk
info@frais.sk,+421 2 5244 4022,Daxnerovo námestie 5,http://www.frais.sk
wagnermed.optika@azet.sk,+421 38 531 35 46,Radlinského 10,
porubska.renata@zoznam.sk,+421 902 894 658,Špitálska č.6,
,+421 2 6867 3286,Antolská 11,http://www.unb.sk/nemocnica-sv-cyrila-a-metoda/
,+421 31 780 55 85,29. augusta  16,
LenkaI@seznam.cz,+421 33 550 12 35,Starohájska 2,
emoke.vajda@svetzdravia.com,+421 31 562 78 37,Hlavná 832/35,https://samorin.sk/zdravotnictvo/
miroslav.frus@zoznam.sk,+421 34 772 50 42,Legionárska 5265,
,+421 2 4823 4770,Ružinovská 6,http://www.unb.sk
kuffovaeva@stonline.sk,+421 52 452 43 39,Hviezdoslavova 27,
,949157667,Komárňanská ul.63,
,+421 907 888 999,Jelačičova 7,http://www.procare.sk
kralikova.valeria@centrum.sk,+421 52 468 58 39,Hraničná 5,
info@spektravet.sk,+421 903 494 000,Ružinovská 4814/1,http://www.spektravet.sk/sk
recepcia@rosadentalclinic.sk,+421 2 6477 8888,Nám. sv. Františka 14,http://www.rosadentalclinic.sk
lekar@detskaambulancia.sk,+421 2 5464 2535,Rusovská cesta 19,
,,Strojárenská 13,
,+421 32 652 60 86,Ľ. Štúra  5,
,+421 55 633 15 03,Obrancov mieru 18,http://www.dfnkosice.sk
info@homespa.sk,+421 948 959 596,,
info@tatranskyprofil-bb.sk,+421 944 485 759,Nad Plážou 4419/27,
marianb@stonline.sk,+421 905 382 454,Nemocničná,
dagmar.takacsova@stonline.sk,+421 55 678 34 02,Krivá 17 ,
info@zilpo.sk,+421 41 562 70 69,Vysokoškolákov 31,http://www.zilpo.sk
,+421 905 142 813,Staromyjavská  59,
,+421 901 797 990,Gorkého 3,http://www.pmk-medicalcare.de/sk/
,+421 33 742 92 26,Nálepkova  4,
,+421 45 522 47 54,Mládežnícka 12,
,+421 905 636 705,Krivá 23,
,+421 908 994 887,Krivá 17,
,+421 919 073 383,Bebravská 34,
info@janegyn.sk,+421 32 771 16 43,Tematínska 24,
agelclinic@agelclinic.sk,+421 2 4825 2300,Jelačičova  8,https://agelclinic.sk
,+421 2 5937 1189,Limbová 1,http://www.dfnsp.sk
kosecova@kosecova.sk,+421 2 5954 2380,Limbova 5,http://www.kosecova.sk
,+421 905 383 692,Botanická,
,+421 42 466 73 72, Ľ. Štúra  3 ,
igor.capik@gmail.com,+421 903 130 479,"Juhoslovanská 2,",http://www.vet-klinikaprovet.sk
0905,+421 2 5296 5208,Strečnianská 13,http://www.orl-ambulancia.sk/
,+421 38 747 33 78,Nová nemocnica 511,
,+421 2 3230 2090,Tematínska 5/A,
recepcia@klinikamd.sk,+421 2 3231 3020,Staré grunty 56,http://www.klinikamd.sk
,+421 45 534 60 24,Borovianska cesta 4541/76,
,,Dolná  524/1,
,+421 43 550 33 14,Červeného Kríža  62/30,https://www.opnam.sk/sk/zubna-ambulancia
tiptop2@schneider-lekaren.sk,+421 902 954 081,Čsl. armády 18,http://www.schneider-lekaren.sk
barger@barger.sk,+421 55 720 10 80,Masarykova 17,
v.janku@azet.sk,+421 52 452 31 66,Hradská cesta 2,
psycholog.mbdulu@gmail.com,+421 2 5788 7100,Lipnická 3153,http://www.milosrdni.eu
,,J. Jiskru  8,http://www.novapharm.sk
psycholog.vranovska@gmail.com,+421 940 998 107,Biela 262/2,
,+421 55 644 43 13,Protifašistických bojovníkov 11,
,+421 32 652 86 22,Legionárska  28,
daniela.hasicova@gmail.com,+421 36 631 92 19,Námestie hrdinov 15,
petrzalka@familydentalcare.sk,+421 910 211 313,Panónska cesta 8,https://www.familydentalcare.sk/
tomas.polak555@centrum.sk,+421 940 805 337,Považská 41,
,+421 2 4827 9497,Ružinovská 10,
,+421 918 984 724,Moyzesova 2,
,+421 911 499 579,M. Sch. Trnavského 8,
,+421 03 465 95 14,Hurbanova,
gyn.jassova@gmail.com,+421 41 564 34 00,Kysucká cesta  3,
agyndsro@gmail.com,+421 52 773 33 03,Tatranské nám. 8,
,+421 2 6446 1809,Pod záhradami 64,
,+421 903 312 434,Hálkova 3,
,+421 55 640 32 62,Trieda SNP 1,
doktorduro@gmail.com,+421 917 252 638,Sumbalova 1,http://www.duradent.sk
office@familydentalcare.sk,+421 949 752 155,Lipnická 3153,https://www.familydentalcare.sk/
,+421 903 546 431,Svätoplukova 11/D,
,+421 43 586 51 85,M. R. Štefánika 1831/46   ,
,+421 36 631 24 37,Sv. Michala  32,
,+421 55 636 62 44,Americká trieda 17,
,+421 55 466 32 26,Kováčska 14,
centrumoptometrie@gmail.com,+421 944 369 471,Krížna 58-60,http://www.fashionoptic.sk
l.hurcik@gmail.com,+421 905 134 964,Gagarinova 4,
bstriz@milosrdni.sk,+421 2 5788 7233,Námestie SNP 10,
,+421 44 562 06 84,M. Martinčeka 4368/6,http://www.mpoptik.sk
lubomir.horvay@centrum.sk,+421 949 473 272,Podjavorinskej 3405/22,
cumulus@cumulus.eu.sk,+421 55 622 90 17,Južná Trieda 7,http://www.cumulus.sk
bellovaeleonora@gmail.com,+421 2 4445 0383,Tehelná 26,
,,Ružinovská 6,https://www.unilabs.sk/
,+421 46 511 91 62,Štrajková 5   ,
,,Šafárikova  2210/1,
,,Kajakárska  7405/94,
,+421 52 712 58 04,Banícka 803/28,
,,Mozartova  3,
,+421 34 624 46 05,Staromyjavská 59,http://www.nspmyjava.sk/
info@cavitedental.sk,+421 940 601 013,Hviezdoslavova 15/9,https://www.cavitedental.sk/
wjuraj0@gmail.com,+421 46 547 79 78,SNP  26,
sante@schneider-lekaren.sk,+421 902 954 958,Nám. sv. Martina 9,http://www.schneider-lekaren.sk
,+421 53 441 24 00,Námestie SNP 2,
,Klapka 296,Ružinovská 6,
,,Námestie SNP,
m.velebny@email.cz,+421 905 324 657,.Gen.M. R. Štefánika 36,http://www.velcare.sk
kryokomora@rakicentrum.sk,+421 2 6820 5237,Kopčianska 82 D,http://www.rakicentrum.sk
,,Hodská  373/38,
,,Ružová  2315/5,
nadjazerom@schneider-lekaren.sk,+421 902 954 935,Napájadlá 16,http://www.schneider-lekaren.sk
,,471,
kulich@nedu.sk,+421 44 430 62 34,Ľubochňa 144,
ados@charitaba.sk,+421 904 062 054,Heydukova 14,http://www.charitaba.sk
dos.bardejov@charita-ke.sk,+421 54 474 26 62,Pri štadióne 23,http://www.charita-ke.sk
mihalkova.alena1@gmail.com,+421 57 775 62 77,Štefánikova 1525/29,http://www.detskaambulancia.mihalko.sk
mudrlescisinovanina@mail.t-com.sk,+421 55 632 08 64,Cesta pod Hradovou 11,
,+421 905 762 364,"Raymanova 4,",https://www.detsky-lekar-presov.sk
lekaren.thorre@gmail.com,+421 2 6345 2351,Einsteinova 7,http://www.lekarenthorre.sk
miroplachy@gmail.com,+421 903 279 237,1.mája 13,http://www.masazeacaje.szm.sk
,+421 2 5788 7232,Námestie SNP 10,http://www.milosrdni.eu
,+421 907 888 999,Betliarska 3776/17,http://www.procare.sk
,+421 55 285 17 05,Toryská 1,
,+421 41 700 31 91,Fatranská 620/80 ,
radixke@stonline.sk,+421 55 645 09 29,Trieda KVP č. 4,
tatryvet@tatryvet.sk,+421 52 381 11 84,Uherova 4919/4,http://www.tatryvet.sk
,,Cintorínska  210,
,,SNP  19,
,+421 55 723 41 11,Lúčna 57,http://www.nemocnicasaca.sk
,+421 43 539 51 58,Nižné brehy 1,
,6431473,Cottbuská 13,
,+421 2 6285 9888,Pohraničníkov 47,
,,Kráľovská  1,
,,Nám. Slobody  4330/47,
,+421 33 778 35 77,Riadok  429/58,
,+421 948 958 101,Vajanského 234,
ezo@ezo.sk,+421 51 773 13 80,Hviezdoslavova 7,http://www.ezoshop.com
,,Nitrianska  8,
,+421 31 775 33 30,"Administratívna budova, ev. č. 1236",http://poliklinika.duslo.sk
,+421 949 731 117,Nábrežie A. Hlinku 27,
,+421 2 4827 9476,Ružinovská 10,
soninaj@stonline.sk,+421 944 510 599,Sabinovská 14,
recepcia@alexandrawellnesshotel.sk,+421 44 290 10 00,Jánska dolina 2190,http://www.alexandrawellnesshotel.sk/sk/sport-a-aktivity/
,,Dunajská  13,
lek.dolnehony@nextra.sk,+421 2 4020 0405,Uzbecká 20,
,+421 42 448 42 27,Továrenská  1408/10,
msimekova@animavet.sk,+421 917 859 982,Medveďovej 19,http://www.animavet.sk
,+421 42 446 53 59,Ľ. Štúra  846/39,
,,Winterova  41,
,+421 34 779 92 18,Legionárska 1,
,+421 05 748 65 77,"M.R.Štefánika, 187/177B",
info@dentakra.sk,+421 949 550 553,Jabloňová  2,http://www.dentakra.sk
,,,
gerinec@azet.sk,+421 901 701 619,"Kudlákova 7, 841 01  Bratislava - Dúbravka ,   1. poschodie",
,+421 2 6867 2522,Antolská 11,
,,Obvodné zdravotné stredisko Čiližská Radvaň  ,
,+421 32 770 81 32,Mýtna 146,
drmax-ke4@drmax.sk,+421 55 321 44 03,Masarykova 9,
,+421 41 433 16 03,Moyzesova 1441,
viera.lysova@gmail.com,+421 907 129 903,Nám. sv. Michala 30,http://viera.lysova.googlepages.com
,+421 85 088 89 99,Betliarska  17,
,+421 03 876 04 60,Radlinského 9/577,
,+421 34 282 97 00,Duklianskych hrdinov 34,http://www.nemocnicna.sk
,+421 33 742 90 77,č. 72,
,,Balassiho 62,
,+421 903 396 099,Tranovského 9,
,,Veľkoblahovská cesta  23,
,+421 37 741 08 21,Piaristická 2,https://www.pergerovamiriam.sk
alexander.nyitray@gmail.com,+421 903 122 215,Nábrežná 3,
,,Malokarpatské nám. č. 2,
,+421 37 654 51 11,Špitálska 13,
,,Budovateľská 1	,
,,Pílska  10,
,,G. Czuczora  1,
,+421 55 636 71 59,Americká trieda 17,
,+421 949 808 657,Kmeťková 2,
,+421 55 235 26 29,Trieda SNP 1,http://www.dfnkosice.sk
,+421 52 431 73 19,Obrancov mieru 3,
,,Bitúnková  13,
logobio.tn@gmail.com,+421 944 233 447,K dolnej stanici 18,
hotelalexander@kupele-bj.sk,+421 54 477 60 01,Bardejovské Kúpele,http://www.bardejovske-kupele.sk/ubytovanie/hotel-alexander/
apsdeti@fnspza.sk,+421 41 511 08 55,Vojtecha Spanyola 43,https://www.fnspza.sk/
,,Matuškova  2576,
,+421 2 4823 4543,Ružinovská 6,
,,Hodská  3161,
mudr.baginova@gmail.com,+421 2 4329 1783,Drieňova 38,
,+421 915 179 304,Mierové Námestie 12,http://www.orlzdrava.sk
,,ul. Vojtecha Spanyola 43,
,+421 46 540 41 71,M. Gorkého 1,
,+421 33 557 51 31,Dechtice,
,+421 56 679 49 04,Zimná 219,
,+421 41 562 37 30,Štefánikova  17,
info@najlekaren.eu,+421 46 543 97 47,Svätoplukova 5,https://www.najlekaren.eu/
harris@harris.sk,+421 51 771 11 22,Nám. Mieru 1,http://www.harris.sk
,+421 46 542 01 81,Janka Kráľa  41,
,+421 31 787 63 24,Hlavná 104,http://www.mn-dent.6f.sk
,+421 43 580 14 31,Nemocničná  1944/10,
,,Topoľová  27,
,,Námestie 1. mája 6,
recepcia@dentpluspresov.sk,+421 51 773 21 92,Hájnova 33,http://www.dentpluspresov.sk
,+421 32 776 35 52,Mýtna  146,
verbenalekaren@gmail.com,+421 2 6596 8408,Krátka 1,
autopreprava@centrum.sk,+421 940 813 283,Agátova 2,
,+421 04 151 10 23,Vojtecha Spanyola 43,
benu44@benulekaren.sk,+421 2 2063 4164,Nová 8674/6A,http://www.benulekaren.sk
,,Kúpeľná  1,
,+421 46 542 01 09,Partizánska 2,
,+421 31 559 71 17,Horný Bar  219,
,+421 2 3904 9225,Lamačská cesta  6780,http://www.procare.sk/prosanus
,+421 58 442 13 30,Železničná  1390/21,
,,SNP  19,
utuloksp@post.sk,+421 905 940 861,Matejovce nad Hornádom 147,https://www.facebook.com/utulokstastnypsik/
parthenos@stonline.sk,+421 34 653 91 66,Staromyjavská 59,
,+421 2 3261 2027,Cintorínska 16,
,,Chrenovská  22B,http://www.charitanitra.sk
spolokmedikovszu@gmail.com,+421 903 448 663,Limbová 12,http://www.spolokmedikov.szu.sk
lharmony@nextra.sk,+421 36 742 17 40,Školská 1,
,+421 56 672 25 94,SNP 1079/76,
nadija@post.sk,+421 57 732 23 94,Dobrianskeho 89,
,+421 55 677 10 33,Krivá 23,
recepcia-radl@falck.sk,+421 2 2086 8777,"Falck Healthcare, Radlinského 27",
,,Hlavná  8,
,+421 2 6381 2073,Fedinova  9,
drmacko@mail.t-com.sk,+421 47 451 31 96,Hlavná ul. 2,
lekarenlomnica@swanmail.sk,+421 52 446 73 95,Tatranská  Lomnica  86,
,,Staničná 16,
rodinnylekar@probios.sk,+421 2 5556 6138,Ružová dolina 21,http://www.probios.sk
,+421 36 752 22 83,Hlavná  57,
,,G. Czuczora  1,
zahorska@lekarensvanny.sk,+421 2 6595 6331,Gbelská 8,https://www.lekarensvanny.sk/
farkasova.mudr.maria@centrum.sk,+421 47 422 20 44,Sklárska 580/33,
sonolv@centrum.sk,+421 36 633 48 06,Námestie hrdinov 15,
,+421 35 692 30 67,SNP  2,https://www.poliklinikasurany.sk
,+421 32 777 30 02,Horná Streda 391,
,+421 42 430 44 60,Nemocničná 986,
rtg@gmail.com,+421 948 844 844,Tehelná 26,www.rtgbratislava.sk
gynet@gynet.sk,+421 36 631 94 50,Námestie Hrdinov č.15,http://www.gynet.sk
stacionar@nemocnicamodra.sk,+421 33 690 27 14,Vajanského  1,
,,"Hviezdoslavova 1,  PK",
info@mammacentrum.sk,+421 48 420 49 11,Tibora Andrašovana 46,
,+421 56 652 31 07,Hollého 222,
ahoj@jaslickydrobcek.sk,+421 911 194 352,Piešťanská 23,http://www.jaslickydrobcek.sk/
,,"SES Tlmače , Továrenská  210",
,+421 55 642 63 07,Trieda SNP 1,
,+421 57 486 51 21,"M.R.Štefánika, 187/177B",
,,Staré grunty 56,http://www.klinikamd.sk/
manduchova@ppf.sk,+421 33 794 12 36,Nábrežie A. Hlinku 27,
info@ophthalmo.sk,+421 915 367 307,Podlesná 10,https://ophthalmo.sk/
,+421 41 511 04 49,Vojtecha Spanyola  43,
,,Sotinská  1591/29/A,
harbacdusan@yahoo.com,+421 51 775 25 32,Bohúňova 12,http://www.solivet.sk
,+421 52 776 37 13,Francisciho 21,
ltruska@upcmail.sk,+421 917 354 817,Turgenevova 1,http://www.viemon.eu
vavrik@klinickabiochemia.sk,+421 42 430 42 16,Nemocničná 986,http://www.klinickabiochemia.sk
,+421 48 282 03 69,Banisko 1,http://www.nspbr.sk
,,Strážna  3,
,,Hlavná  23,
,,Školská  1,
,+421 38 749 11 70,Rudolfa Jašíka 166/65 ,
sekretariat@novamed.sk,+421 48 439 91 30,"Bernolákova 10, 12",http://www.novamed.sk
,,Kpt. Nálepku  727/13,
,+421 56 672 59 42,SNP 76,https://www.procare.sk/nemocnica/nemocnica-s-poliklinikou-trebisov-s/
,,Ružinovská 10,
,,Trnavská cesta 1,
,+421 907 639 579,Strojárenská 13,
,+421 34 698 30 51,Sotinská  1588,http://www.poliklinikase.sk
,,Bernolákova  24,
,+421 41 509 11 60,Sidónie Sakalovej 161/16,
veterinartt@centrum.sk,+421 918 243 239,Mozartova 3,http://www.veterinartt.sk
,,"Hviezdoslavova 1 ,  PK",
,+421 2 6446 1939,Saratovská 24,
,,sv. Floriána  1140/8,
,+421 43 428 64 33, A. Medňanského  16 ,
,+421 03 465 95 24,Obvodné zdravotné stredisko Borský Mikuláš,
noman@nm.psg.sk,+421 32 771 05 77,Dibrovova 26,
,+421 2 6446 2253,Pri kríži 26,
,+421 2 4827 9341,Ružinovská 10,
,+421 46 543 99 79,Janka Kráľa 1656/41,
,+421 55 633 15 03,Obrancov mieru 18,
zernovicky@gmail.com,+421 2 4524 8919,ulica Svornosti 130,
,+421 904 606 104,Nemocničná 8,
,, Chrenovec-Brusno ,
,,Bitúnková  13,
mirkamasarykova@gmail.com,+421 902 083 956,Matice Slovenskej 8,
oftaoptik@gmail.com,+421 948 503 387,Kapitulská 21,http://www.ofta.sk
,,ZS,
,+421 41 460 44 66,Paláriková 2311,
info@masazetela.sk,+421 904 266 374,Jašíková,http://www.masazetela.sk
vcasnoch@ousa.sk,+421 2 3224 9266,Heydukova 10,http://www.ousa.sk
,+421 55 643 22 40,Cottbuská 13,
tibor.vozar@stonline.sk,+421 52 776 16 64,Hraničná 666/12,http://www.veterinapp.sk
,+421 38 760 93 75,M. R. Štefánika 55/2	,
,+421 908 881 993,č. 353,
lekarenraca@mail.t-com.sk,+421 2 4488 7308,Tbiliská 6,
,+421 33 534 10 84,Kollárova  6,
,+421 41 562 03 77,Jozefa Vuruma 8,
kkatonova@nemocnicasaca.sk,+421 55 723 47 58,Lúčna 57,http://www.nemocnicasaca.sk
,+421 32 640 15 47,Legionárska 19,
,+421 38 762 43 53,Hviezdoslavova 23/3,
lzsba@ate.sk,+421 2 4364 1155,Letisko Bratislava - Vajnory,http://www.lzs.sk
,+421 2 4598 7036,Miloslavov 25,
angioambulancia@gmail.com,+421 910 451 333,Hollého  5013/2,
,+421 57 770 61 72,Nemocničná 41/A,
,+421 915 049 642,Jánošíkovo nábrežie  1212,
info@medinet.sk,+421 2 4592 5519,Lichnerova 61,http://www.medinet.sk
,+421 55 723 45 19,Lúčna 57,http://www.nemocnicasaca.sk
benu14@benulekaren.sk,+421 2 2063 4167,Toryská 5,http://www.benulekaren.sk
oazarelax@gmail.com,+421 948 273 112,Generala Miloša  Vesela 83,https://www.oazarelax.eu
,+421 2 5094 7230,Cintorínska 16 ,
vydajna@hansaton.sk,+421 2 4425 9106,Záborského 16,http://www.hansaton.sk
,,A. Hlinku 1453/A,
,+421 2 4592 6483,Námestie 1. mája 474/10,
,+421 35 650 31 72,Družstevná  5,
,+421 41 435 32 38,Stred 43,
,+421 54 321 01 12,Akad. Pavlova 321/10,
info@falck.sk,+421 65 055 50 00,Galvaniho 7/D,http://www.falckstarostlivost.sk
,+421 2 5937 1585,Limbová 1,
fro@fro.sk,+421 2 5778 6234,Mýtna 5,http://www.poliklinikamytna.sk
,+421 45 545 96 37,Ľ. Štúra 2,
bacskai@post.sk,+421 56 638 28 59,Fábryho 20,
,,563,
,+421 54 472 60 98,Bezručova  8,
,+421 902 720 479,Rákocziho  6,
,+421 911 547 012,Národná trieda 27,
,+421 56 644 17 82,"Masarykova 1341,",
,+421 33 644 82 85,Budmerice 42,
,+421 48 414 69 12,Harmanec č. 5,
aida@stonline.sk,+421 908 647 625,Bočkayho námestie 10,
,+421 55 622 66 72,Panelová 2,
,,J. Kráľa 41,
kohutka@post.sk,+421 32 658 36 01,K dolnej stanici 18,
,+421 32 649 96 26,79/A	,
,+421 31 775 23 30,"Administratívna budova, ev. č. 1236",https://poliklinika.duslo.sk
drmax-ne1@drmax.sk,+421 32 321 44 09,Odbojárov 8,
info@krasabezbolesti.sk,+421 915 645 777,Nálepkova 1816/3,
,,SNP  19,
,,Hodská  3161/101,
ivantorok@slovanet.sk,+421 38 760 55 68,Školská ulica č. 767/25,
,+421 2 6381 1167,Fedinova 9,
,+421 2 5296 2682,Špitálska 10,
,+421 908 305 461,Župná 20,http://www.bolestiklbov.webnode.sk
imajer@upjs.sk,+421 55 729 39 33,Mudroňova 29,
wagner@homeopaticka-liecba.sk,+421 907 137 379,Radlinského 27/B,http://www.homeopaticka-liecba.sk
machacovam@gmail.com,+421 38 530 06 00,Bernolákova  34/2476,http://www.lekartopolcany.sk/
mnzm@slovanet.sk,+421 37 690 52 64,Bernolákova 4,http://nemocnica.zlatemoravce.info
,+421 2 4488 1408,Račianska 31,
,+421 41 562 70 76,Vysokoškolákov 31,http://www.dermatoskopia.sk
,+421 85 088 89 99,Jelačičova 7,http://www.procare.sk/prosanus
Slavo@gbiz.sk,+421 905 647 505,Brnenske nam.10/12,
,+421 55 723 43 13,Lúčna 57,
sigvaris@zagara.sk,+421 949 332 746,Račianska 66,http://www.sigvaris.sk
,,Štefánikova  146,
,+421 32 744 09 08,Inovecká  1124/9,
homeopatia.poradna@gmail.com,+421 903 990 088,T. Vansovej 797/20,http://www.homeopatia.wbl.sk
agenturasica@agenturasica.sk,+421 948 378 355,Štefánikova 4,http://www.agenturasica.sk
